OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
KUIPER-00153,2025-217M,2025-11-05T06:00:00.999648,15.22673729,.00085082,51.8703,246.7455,255.3191,102.1103,0,U,65773,999,591,.32184177E-2,.76508E-3,0
KUIPER-00155,2025-217N,2025-11-05T02:43:07.656384,15.36185613,.00048125,51.8676,246.5495,231.1887,128.8669,0,U,65774,999,625,.10864017E-2,.38725E-3,0
KUIPER-00156,2025-217P,2025-11-05T01:55:26.143680,15.37709411,.00026556,51.8733,246.3461,156.2612,203.8498,0,U,65775,999,625,.61698613E-3,.22886E-3,0
KUIPER-00158,2025-217Q,2025-11-05T06:00:00.999648,15.34235780,.00034787,51.8710,245.8423,230.9769,197.4731,0,U,65776,999,462,.17980042E-3,.5676E-4,0
KUIPER-00163,2025-217R,2025-11-05T06:00:00.999648,15.28254359,.0007787,51.8667,246.2224,256.9591,320.9419,0,U,65777,999,130,.29345877E-2,.82563E-3,0
KUIPER-00165,2025-217S,2025-11-05T02:15:20.211552,15.37168128,.00035768,51.8722,246.4357,194.2521,165.8365,0,U,65778,999,625,.13859416E-2,.51188E-3,0
KUIPER-00166,2025-217T,2025-11-05T02:04:49.818144,15.37260273,.00029427,51.8741,246.3901,164.3162,195.7916,0,U,65779,999,625,.10494388E-2,.38714E-3,0
KUIPER-00167,2025-217U,2025-11-05T06:00:00.999648,15.33851645,.00061002,51.8686,245.9327,224.1461,150.9234,0,U,65780,999,539,-.82220709E-2,-.264498E-2,0
KUIPER-00168,2025-217V,2025-11-05T03:12:13.142016,15.38058854,.00030526,51.8725,245.9582,113.1617,246.9692,0,U,65781,999,626,.64771311E-3,.24328E-3,0
KUIPER-00169,2025-217W,2025-11-05T02:07:40.524672,15.37314965,.00024337,51.8743,246.4034,185.0977,174.9985,0,U,65782,999,625,.88584745E-3,.32649E-3,0
KUIPER-00170,2025-217X,2025-11-05T02:42:37.142496,15.36220560,.00055359,51.8682,246.5483,225.2913,134.7623,0,U,65783,999,625,.10010834E-2,.35683E-3,0
KUIPER-00171,2025-217Y,2025-11-05T06:00:00.999648,15.49805221,.00063489,51.8649,244.9460,218.6094,286.3717,0,U,65784,999,492,.26394814E-1,.1673188E-1,0
KUIPER-00172,2025-217Z,2025-11-04T16:00:03.000096,15.37653157,.00026104,51.8727,248.3172,156.0374,88.7488,0,U,65785,999,540,.18851746E-2,.71058E-3,0
KUIPER-00173,2025-217AA,2025-11-05T02:00:03.727008,15.37528012,.00027643,51.8723,246.3671,163.1608,196.9471,0,U,65786,999,625,.81590322E-3,.30241E-3,0
KUIPER-00174,2025-217AB,2025-11-05T03:17:04.972704,15.37883963,.00034374,51.8724,245.9782,123.4436,236.6880,0,U,65787,999,626,.7875373E-3,.29517E-3,0
KUIPER-00176,2025-217AC,2025-11-05T01:51:24.095808,15.37816426,.00021066,51.8713,246.3303,103.6693,256.4529,0,U,65788,999,625,.29980688E-3,.1094E-3,0
STARLINK-35330,2025-218A,2025-11-05T03:14:28.314816,15.05653465,.00027808,97.6019,170.1114,81.1821,278.9721,0,U,65791,999,622,.4673603E-3,.669E-4,0
STARLINK-35373,2025-218B,2025-11-05T06:00:00.999648,15.06488711,.00017704,97.6027,170.3025,87.8259,347.6582,0,U,65792,999,597,-.34217307E-2,-.50206E-3,0
STARLINK-35383,2025-218C,2025-11-05T06:00:00.999648,15.05658080,.00027948,97.6031,170.3438,88.5496,84.2554,0,U,65793,999,602,-.33282629E-2,-.47778E-3,0
STARLINK-35378,2025-218D,2025-11-05T06:00:00.999648,15.05648091,.00026078,97.6018,170.2457,96.2964,211.6508,0,U,65794,999,602,-.3238607E-2,-.46488E-3,0
STARLINK-35406,2025-218E,2025-11-05T06:00:00.999648,15.06523381,.00011555,97.6023,170.2567,107.3707,234.9391,0,U,65795,999,602,-.29785941E-2,-.43791E-3,0
STARLINK-35390,2025-218F,2025-11-05T06:00:00.999648,15.05707950,.00028024,97.6028,170.3240,54.5386,73.2998,0,U,65796,999,602,-.39667228E-2,-.56935E-3,0
STARLINK-35412,2025-218G,2025-11-05T06:00:00.999648,15.05658935,.00019878,97.6023,170.3634,53.4066,164.4078,0,U,65797,999,591,-.32826848E-2,-.47128E-3,0
STARLINK-35414,2025-218H,2025-11-05T06:00:00.999648,15.05671734,.00021977,97.6024,170.2848,108.3690,289.5116,0,U,65798,999,602,-.34468802E-2,-.49483E-3,0
STARLINK-35357,2025-218J,2025-11-05T06:00:00.999648,15.05685966,.00014855,97.6021,170.2704,86.4454,281.3955,0,U,65799,999,602,-.34275251E-2,-.49224E-3,0
STARLINK-35300,2025-218K,2025-11-05T04:46:21.530784,15.06455655,.00018888,97.6018,170.1802,84.5507,275.5936,0,U,65800,999,623,.10133242E-2,.14911E-3,0
STARLINK-35296,2025-218L,2025-11-05T06:00:00.999648,15.06478366,.00023724,97.6024,170.3385,96.0399,63.1789,0,U,65801,999,602,-.34201879E-2,-.50172E-3,0
STARLINK-34919,2025-218M,2025-11-05T06:00:00.999648,15.06497682,.0001079,97.6028,170.3074,93.6590,358.7441,0,U,65802,999,602,-.35273543E-2,-.51754E-3,0
STARLINK-35286,2025-218N,2025-11-05T04:50:42.497664,15.06469656,.00022908,97.6017,170.1767,86.9153,273.2336,0,U,65803,999,623,.23628644E-3,.3426E-4,0
STARLINK-35266,2025-218P,2025-11-05T04:34:49.678464,15.06470479,.00014501,97.6012,170.1908,89.7400,270.3993,0,U,65804,999,623,.27393322E-3,.3982E-4,0
STARLINK-35273,2025-218Q,2025-11-05T04:30:41.615424,15.06479867,.00021426,97.6013,170.1951,85.4967,274.6505,0,U,65805,999,623,.5205079E-3,.7627E-4,0
STARLINK-35047,2025-218R,2025-11-05T06:00:00.999648,15.06512769,.00014963,97.6026,170.2826,114.3520,280.0270,0,U,65806,999,591,-.32719526E-2,-.48056E-3,0
STARLINK-35285,2025-218S,2025-11-05T06:00:00.999648,15.06453122,.00020954,97.6021,170.2758,96.2998,283.1070,0,U,65807,999,591,-.26599059E-2,-.39066E-3,0
STARLINK-34580,2025-218T,2025-11-05T06:00:00.999648,15.06536736,.00015749,97.6027,170.2954,97.4869,327.0131,0,U,65808,999,597,-.29450986E-2,-.43318E-3,0
STARLINK-35289,2025-218U,2025-11-05T06:00:00.999648,15.06511604,.00015613,97.6030,170.3015,82.1842,355.7706,0,U,65809,999,602,-.33850898E-2,-.49703E-3,0
STARLINK-35268,2025-218V,2025-11-05T06:00:00.999648,15.06501028,.00023467,97.6028,170.3326,88.5286,62.0780,0,U,65810,999,586,-.36545938E-2,-.53613E-3,0
STARLINK-35224,2025-218W,2025-11-05T06:00:00.999648,15.06501681,.00018592,97.6030,170.3230,101.5117,27.6087,0,U,65811,999,602,-.35749943E-2,-.52454E-3,0
STARLINK-35271,2025-218X,2025-11-05T06:00:00.999648,15.06484760,.00020563,97.6027,170.3466,97.9093,85.5667,0,U,65812,999,602,-.3477121E-2,-.51008E-3,0
STARLINK-35215,2025-218Y,2025-11-05T06:00:00.999648,15.06490189,.00026492,97.6025,170.3599,106.8886,105.7639,0,U,65813,999,585,-.32853561E-2,-.48226E-3,0
STARLINK-35157,2025-218Z,2025-11-05T06:00:00.999648,15.05678530,.00020038,97.6027,170.3747,69.3266,178.5394,0,U,65814,999,585,-.35460044E-2,-.50903E-3,0
FENGYUN 3H,2025-219A,2025-11-05T04:04:19.558848,14.19887910,.00012823,98.6520,249.5876,60.8816,299.2489,0,U,65815,999,559,.76986691E-4,.12E-5,0
HULIANWANG DIGUI-82,2025-220A,2025-11-04T18:57:24.925248,13.39885169,.00017614,86.4928,119.7158,117.2512,242.8811,0,U,65817,999,520,-.15947047E-3,-.71E-6,0
HULIANWANG DIGUI-83,2025-220B,2025-11-04T13:28:13.940544,13.40628715,.00015083,86.4956,119.8003,93.8524,266.2792,0,U,65818,999,517,-.1763647E-3,-.81E-6,0
HULIANWANG DIGUI-84,2025-220C,2025-11-04T13:17:01.875552,13.40557889,.00014476,86.4896,119.7670,93.0739,267.0570,0,U,65819,999,517,-.19607144E-3,-.92E-6,0
HULIANWANG DIGUI-85,2025-220D,2025-11-04T14:59:31.819776,13.40935313,.00016569,86.4956,119.7685,81.2522,278.8809,0,U,65820,999,518,-.20278461E-3,-.97E-6,0
HULIANWANG DIGUI-86,2025-220E,2025-11-04T12:59:29.286816,13.41034657,.0001148,86.4933,119.7803,85.8779,274.2496,0,U,65821,999,517,-.19129E-3,-.9E-6,0
STARLINK-35392,2025-221A,2025-11-05T06:00:00.999648,15.35598868,.00011194,53.1594,306.7232,76.8331,5.6303,0,U,65823,999,607,-.64269616E-1,-.2005987E-1,0
STARLINK-35281,2025-221B,2025-11-05T06:00:00.999648,15.34322052,.00011061,53.1594,306.7471,80.8627,348.9914,0,U,65824,999,601,-.66505709E-1,-.1993687E-1,0
STARLINK-35397,2025-221C,2025-11-05T06:00:00.999648,15.44858245,.00006666,53.1593,306.5764,57.3466,98.9127,0,U,65825,999,584,-.31042685E-1,-.1332174E-1,0
STARLINK-35381,2025-221D,2025-11-05T05:18:31.164192,15.48590931,.00063424,53.1588,306.7045,76.5147,283.6568,0,U,65826,999,702,-.12673475E-1,-.635525E-2,0
STARLINK-35393,2025-221E,2025-11-05T06:00:00.999648,15.38697137,.00013885,53.1589,306.6156,70.8320,64.4200,0,U,65827,999,595,-.60280173E-1,-.2073353E-1,0
STARLINK-35396,2025-221F,2025-11-04T23:06:19.617120,15.48044326,.00025413,53.1576,307.9354,157.7479,202.3640,0,U,65828,999,698,-.26449004E-2,-.13871E-2,0
STARLINK-35244,2025-221G,2025-11-05T06:00:00.999648,15.30190830,.00014582,53.1589,308.8651,84.7609,12.2233,0,U,65829,999,587,-.29174507E-4,-.1223E-4,0
STARLINK-35368,2025-221H,2025-11-05T06:00:00.999648,15.31646692,.00013181,53.1586,306.7923,107.1863,299.5716,0,U,65830,999,601,-.69845282E-1,-.1930754E-1,0
STARLINK-35337,2025-221J,2025-11-05T06:50:01.885920,15.48701843,.00015164,53.1578,306.3890,122.1864,237.9292,0,U,65831,999,703,-.47831446E-2,-.252615E-2,0
STARLINK-35277,2025-221K,2025-11-05T06:50:00.459456,15.47400631,.00006015,53.1580,306.3886,98.2415,261.8662,0,U,65832,999,703,-.99187255E-2,-.485472E-2,0
STARLINK-35345,2025-221L,2025-11-05T05:15:30.112128,15.49342950,.00014082,53.1599,306.6878,89.1379,270.9792,0,U,65833,999,702,.14666537E-2,.82081E-3,0
STARLINK-35320,2025-221M,2025-11-05T06:00:00.999648,15.35700562,.00009952,53.1596,306.6824,78.1892,24.4503,0,U,65834,999,585,-.64761142E-1,-.205985E-1,0
STARLINK-35349,2025-221N,2025-11-05T06:00:00.999648,15.33698133,.00010624,53.1586,306.7304,82.5640,355.0102,0,U,65835,999,585,-.67730898E-1,-.2023958E-1,0
STARLINK-35356,2025-221P,2025-11-05T05:14:00.581856,15.49358224,.00013685,53.1587,306.6808,107.2316,252.8843,0,U,65836,999,567,.14280335E-2,.79929E-3,0
STARLINK-35314,2025-221Q,2025-11-05T06:00:00.999648,15.40736278,.00012939,53.1595,306.5768,70.2926,84.4210,0,U,65837,999,602,-.56516352E-1,-.2079381E-1,0
STARLINK-35324,2025-221R,2025-11-05T06:00:00.999648,15.31000361,.00018145,53.1591,306.7694,88.4406,329.2392,0,U,65838,999,602,.21962375E-3,.6311E-4,0
STARLINK-35102,2025-221S,2025-11-05T06:00:00.999648,15.41754352,.0001462,53.1590,306.5590,73.0622,90.1383,0,U,65839,999,607,-.54522359E-1,-.2076297E-1,0
STARLINK-35364,2025-221T,2025-11-05T06:00:00.999648,15.42777689,.00015836,53.1592,306.5445,78.7521,92.1052,0,U,65840,999,595,-.52856284E-1,-.208296E-1,0
STARLINK-35238,2025-221U,2025-11-04T22:58:59.135232,15.49378670,.00016565,53.1587,307.8993,114.8829,245.2353,0,U,65841,999,563,.21895484E-2,.123573E-2,0
STARLINK-35298,2025-221V,2025-11-05T06:00:00.999648,15.43795153,.00015199,53.1593,306.5297,80.8715,96.8152,0,U,65842,999,595,-.51050197E-1,-.2082712E-1,0
STARLINK-35301,2025-221W,2025-11-04T22:58:11.945280,15.48990954,.00044029,53.1590,307.8939,184.4157,175.6813,0,U,65843,999,563,.22104674E-2,.123087E-2,0
STARLINK-35148,2025-221X,2025-11-05T06:00:00.999648,15.38962079,.00016021,53.1589,306.5820,71.2488,79.6376,0,U,65844,999,607,-.59819024E-1,-.207545E-1,0
STARLINK-35302,2025-221Y,2025-11-04T13:40:11.705952,15.49285486,.0002376,53.1582,309.7418,234.7276,125.3510,0,U,65845,999,557,.12126E-2,.67523E-3,0
STARLINK-35290,2025-221Z,2025-11-04T07:27:35.597088,15.49333403,.00013552,53.1580,310.9723,59.3590,300.7553,0,U,65846,999,553,.12476347E-2,.69621E-3,0
STARLINK-35262,2025-221AA,2025-11-05T06:00:00.999648,15.30180983,.00012925,53.1587,306.8091,63.8770,332.0554,0,U,65847,999,607,.30381603E-3,.8644E-4,0
STARLINK-35308,2025-221AB,2025-11-05T05:08:15.173664,15.48161123,.00048813,53.1592,306.6530,2.7133,357.3901,0,U,65848,999,702,.17829031E-2,.96017E-3,0
STARLINK-35231,2025-221AC,2025-11-05T06:00:00.999648,15.31345951,.00011514,53.1587,306.8483,63.9652,312.9784,0,U,65849,999,602,-.15177205E-1,-.439773E-2,0
STARLINK-35252,2025-221AD,2025-11-05T06:00:00.999648,15.30169459,.00015409,53.1588,306.7747,72.0900,341.3347,0,U,65850,999,596,.46724899E-3,.13492E-3,0
SHIYAN-30 01,2025-222A,2025-11-05T06:53:09.697920,14.93050227,.00063757,34.9868,165.5742,283.5337,76.4657,0,U,65851,999,556,.27533312E-3,.2895E-4,0
SHIYAN-30 02,2025-222B,2025-11-05T06:52:10.090560,14.93051067,.00075806,34.9954,165.5858,286.7161,73.2712,0,U,65852,999,554,.27861374E-3,.293E-4,0
STARLINK-35208,2025-223A,2025-11-04T22:18:29.998368,15.39616661,.00011419,53.1587,155.8480,88.0935,272.0200,0,U,65854,999,507,.79982474E-3,.31722E-3,0
STARLINK-35200,2025-223B,2025-11-04T23:05:10.089312,15.39629670,.00019806,53.1584,155.3369,85.8475,274.2756,0,U,65855,999,508,.14003804E-2,.56046E-3,0
STARLINK-35459,2025-223C,2025-11-04T23:31:55.035840,15.39609295,.00011105,53.1618,155.4543,91.0540,269.0592,0,U,65856,999,508,.4967104E-3,.19512E-3,0
STARLINK-35489,2025-223D,2025-11-04T22:45:07.882560,15.39650752,.00047896,53.1576,155.2505,63.3729,296.7766,0,U,65857,999,508,.94855661E-3,.37779E-3,0
STARLINK-35199,2025-223E,2025-11-04T20:11:35.315808,15.39610916,.00013673,53.1599,156.0068,95.8066,264.3094,0,U,65858,999,506,.10575141E-2,.42121E-3,0
STARLINK-35408,2025-223F,2025-11-04T23:45:17.642592,15.39614314,.00019356,53.1581,155.5114,91.4575,268.6652,0,U,65859,999,508,.13113845E-2,.52407E-3,0
STARLINK-35303,2025-223G,2025-11-05T05:39:08.370720,15.39628781,.00011483,53.1602,154.2016,86.7205,273.3931,0,U,65860,999,512,.14139248E-2,.56593E-3,0
STARLINK-35258,2025-223H,2025-11-05T06:00:00.999648,15.39632282,.00008409,53.1580,153.7236,63.1946,223.2800,0,U,65861,999,604,.13192679E-4,.129E-5,0
STARLINK-35386,2025-223J,2025-11-05T02:18:48.687840,15.39624806,.00004333,53.1594,154.7535,84.6337,275.4717,0,U,65862,999,510,.60766816E-3,.23987E-3,0
STARLINK-35469,2025-223K,2025-11-04T23:38:36.389760,15.39615170,.00018709,53.1578,155.4814,89.9734,270.1485,0,U,65863,999,508,.12462083E-2,.49767E-3,0
STARLINK-35471,2025-223L,2025-11-04T22:58:29.202816,15.39612316,.0001648,53.1570,155.3053,82.6077,277.5116,0,U,65864,999,508,.12217778E-2,.48772E-3,0
STARLINK-35475,2025-223M,2025-11-04T22:51:47.657088,15.39648070,.0000714,53.1578,155.2764,110.6360,249.4721,0,U,65865,999,508,.13771535E-2,.55136E-3,0
STARLINK-35312,2025-223N,2025-11-05T06:00:00.999648,15.39616411,.00013253,53.1579,153.7733,122.3769,138.4009,0,U,65866,999,609,-.59052979E-4,-.276E-4,0
STARLINK-35456,2025-223P,2025-11-05T06:00:00.999648,15.39625783,.00015114,53.1582,153.6704,116.8120,195.4442,0,U,65867,999,609,-.973924E-6,-.438E-5,0
STARLINK-35450,2025-223Q,2025-11-04T21:57:57.756384,15.39630733,.00012679,53.1643,155.7567,87.0704,273.0446,0,U,65868,999,507,.15917289E-2,.63825E-3,0
STARLINK-35441,2025-223R,2025-11-05T04:18:33.844032,15.39608456,.00016011,53.1594,154.5609,81.4828,278.6358,0,U,65869,999,511,.63948681E-3,.25254E-3,0
STARLINK-35433,2025-223S,2025-11-04T23:18:04.071744,15.39605323,.00013045,53.1592,155.3902,80.3626,279.7526,0,U,65870,999,509,.8502551E-3,.33744E-3,0
STARLINK-35465,2025-223T,2025-11-04T21:51:16.392960,15.39658963,.0000529,53.1623,155.7257,107.1633,252.9430,0,U,65871,999,507,.10875548E-2,.43405E-3,0
STARLINK-34108,2025-223U,2025-11-04T23:04:41.287872,15.39633901,.00003483,53.1607,155.3312,200.3005,159.7986,0,U,65872,999,508,.10579626E-2,.42172E-3,0
STARLINK-35423,2025-223V,2025-11-05T03:38:26.646720,15.39598692,.00013328,53.1572,154.3822,98.0451,262.0705,0,U,65873,999,511,.91246355E-3,.36246E-3,0
STARLINK-35425,2025-223W,2025-11-04T13:50:30.869088,15.39627201,.0000727,53.1601,157.1965,25.1110,334.9931,0,U,65874,999,502,.13062E-3,.483E-4,0
STARLINK-34688,2025-223X,2025-11-04T22:51:19.982304,15.39654880,.00032937,53.1586,155.2725,72.3475,287.7889,0,U,65875,999,508,.10889481E-2,.43461E-3,0
STARLINK-34438,2025-223Y,2025-11-05T00:00:02.999808,15.39576478,.00013224,53.1584,154.9476,72.1819,244.1340,0,U,65876,999,600,.17951166E-2,.71981E-3,0
STARLINK-35462,2025-223Z,2025-11-05T06:00:00.999648,15.39615323,.00011202,53.1582,153.6647,97.6024,216.5146,0,U,65877,999,609,-.31710267E-4,-.1667E-4,0
STARLINK-35453,2025-223AA,2025-11-04T07:09:51.573312,15.39643973,.00008008,53.1585,158.3016,89.9623,270.1473,0,U,65878,999,498,.1392229E-2,.5574E-3,0
STARLINK-35418,2025-223AB,2025-11-05T06:00:00.999648,15.39616574,.00007904,53.1588,153.6127,105.6149,234.2495,0,U,65879,999,609,-.3483078E-5,-.538E-5,0
STARLINK-35445,2025-223AC,2025-11-05T06:00:00.999648,15.39612484,.00009721,53.1582,153.7161,84.4734,203.8993,0,U,65880,999,604,-.60146622E-4,-.2803E-4,0
STARLINK-35464,2025-223AD,2025-11-05T06:00:00.999648,15.39602554,.00008885,53.1593,153.5616,93.1535,272.4858,0,U,65881,999,609,.18495494E-3,.7001E-4,0
STARLINK-35270,2025-224A,2025-11-05T01:30:43.472160,15.46476688,.00213585,53.1586,231.6321,30.4274,329.7969,0,U,65882,999,572,-.71374324E-1,-.3197714E-1,0
STARLINK-35367,2025-224B,2025-11-05T01:29:22.827264,15.49335408,.00013971,53.1614,231.6275,92.6550,267.4619,0,U,65883,999,572,.19646503E-2,.110478E-2,0
STARLINK-35384,2025-224C,2025-11-05T04:34:10.246368,15.49319870,.00012811,53.1605,231.0036,91.7612,268.3544,0,U,65884,999,574,.20382041E-2,.114629E-2,0
STARLINK-35415,2025-224D,2025-11-05T03:00:17.808768,15.49313223,.00018689,53.1607,231.3103,59.1643,300.9550,0,U,65885,999,568,.12670212E-2,.7067E-3,0
STARLINK-35413,2025-224E,2025-11-05T06:00:00.999648,15.49303132,.00018154,53.1603,230.7050,91.5954,248.8913,0,U,65886,999,578,-.1352781E-3,-.7963E-4,0
STARLINK-35332,2025-224F,2025-11-05T01:25:55.470720,15.49325878,.00025799,53.1610,231.6114,55.1300,304.9951,0,U,65887,999,575,.13135326E-2,.73342E-3,0
STARLINK-35362,2025-224G,2025-11-04T17:45:51.532128,15.48750734,.00012501,53.1602,233.1778,72.5011,287.6134,0,U,65888,999,567,.12772461E-1,.756635E-2,0
STARLINK-35193,2025-224H,2025-11-05T00:56:26.393568,15.49344065,.00027347,53.1598,231.4715,22.3888,337.7240,0,U,65889,999,575,.11225016E-2,.62564E-3,0
STARLINK-34542,2025-224J,2025-11-05T01:28:53.019264,15.49371909,.00008833,53.1619,231.6228,116.7593,243.3507,0,U,65890,999,577,.12676085E-2,.7085E-3,0
STARLINK-34791,2025-224K,2025-11-05T02:30:18.944352,15.49322970,.00013549,53.1611,231.1678,76.5841,283.5319,0,U,65891,999,578,.87058507E-3,.48294E-3,0
STARLINK-34853,2025-224L,2025-11-05T01:27:53.613216,15.49332222,.00010657,53.1610,231.6182,101.8798,258.2330,0,U,65892,999,570,.14060532E-2,.78605E-3,0
STARLINK-34921,2025-224M,2025-11-05T02:28:49.916064,15.49332804,.00012741,53.1614,231.1616,89.2888,270.8267,0,U,65893,999,578,.12221724E-2,.68177E-3,0
STARLINK-34672,2025-224N,2025-11-05T00:56:55.807584,15.49325366,.00012244,53.1606,231.4735,74.5312,285.5833,0,U,65894,999,577,.15566265E-2,.87146E-3,0
STARLINK-34898,2025-224P,2025-11-05T02:27:50.681088,15.49322710,.0001658,53.1614,231.1553,77.4579,282.6616,0,U,65895,999,578,.12199796E-2,.68029E-3,0
STARLINK-34906,2025-224Q,2025-11-05T02:28:20.314560,15.49324027,.00013332,53.1607,231.1575,80.6365,279.4795,0,U,65896,999,578,.15203286E-2,.85077E-3,0
STARLINK-34934,2025-224R,2025-11-05T02:26:51.306144,15.49322081,.00014415,53.1610,231.1508,76.7830,283.3340,0,U,65897,999,573,.11245835E-2,.62629E-3,0
STARLINK-34936,2025-224S,2025-11-05T02:27:21.014784,15.49311020,.0001672,53.1604,231.1529,65.1034,295.0149,0,U,65898,999,578,.19650261E-2,.110404E-2,0
STARLINK-35272,2025-224T,2025-11-05T05:32:08.233440,15.49344687,.00012859,53.1610,230.5306,131.4031,228.7089,0,U,65899,999,579,.12911916E-2,.72119E-3,0
STARLINK-35264,2025-224U,2025-11-05T06:00:00.999648,15.49306109,.00011482,53.1602,230.4351,83.7651,26.3153,0,U,65900,999,587,-.1970657E-3,-.11391E-3,0
STARLINK-35249,2025-224V,2025-11-05T02:25:22.287360,15.49330667,.00016218,53.1611,231.1441,67.4866,292.6315,0,U,65901,999,576,.13168574E-2,.73539E-3,0
STARLINK-35278,2025-224W,2025-11-05T00:50:59.576928,15.49322218,.00013602,53.1605,231.4438,96.0281,264.0883,0,U,65902,999,577,.57585602E-3,.31723E-3,0
STARLINK-35210,2025-224X,2025-11-05T02:24:22.805280,15.49321780,.00013118,53.1607,231.1383,82.4315,277.6843,0,U,65903,999,576,.15592098E-2,.87282E-3,0
STARLINK-35348,2025-224Y,2025-11-05T02:24:52.534656,15.49322284,.00013528,53.1602,231.1417,77.4038,282.7122,0,U,65904,999,573,.12092389E-2,.67419E-3,0
STARLINK-35380,2025-224Z,2025-11-05T02:23:23.298144,15.49341416,.00013542,53.1604,231.1355,74.3780,285.7379,0,U,65905,999,573,.80434814E-3,.44593E-3,0
STARLINK-35385,2025-224AA,2025-11-05T02:22:24.302496,15.49316701,.00017946,53.1603,231.1288,57.5296,302.5886,0,U,65906,999,576,.19903833E-2,.111878E-2,0
STARLINK-35347,2025-224AB,2025-11-05T02:21:54.215424,15.49335007,.00013208,53.1602,231.1263,138.3814,221.7296,0,U,65907,999,576,.11036816E-2,.61475E-3,0
STARLINK-35329,2025-224AC,2025-11-05T00:50:00.284064,15.49332417,.00012874,53.1612,231.4397,102.5853,257.5300,0,U,65908,999,576,.11225226E-2,.62535E-3,0
STARLINK-35387,2025-224AD,2025-11-05T02:21:24.937920,15.49324717,.00019185,53.1613,231.1242,54.7983,305.3205,0,U,65909,999,573,.15228782E-2,.85226E-3,0
STARLINK-35523,2025-225A,2025-11-05T06:00:00.999648,15.49219301,.00012033,53.1614,25.6105,115.1880,71.9150,0,U,65910,999,539,.13984949E-2,.77862E-3,0
STARLINK-35160,2025-225B,2025-11-05T06:00:00.999648,15.49335661,.00011014,53.1612,25.6072,96.6420,92.3794,0,U,65911,999,534,-.10216851E-2,-.56911E-3,0
STARLINK-35508,2025-225C,2025-11-05T06:00:00.999648,15.49334945,.000111,53.1615,25.6019,94.7384,96.1997,0,U,65912,999,534,-.10043171E-2,-.55956E-3,0
STARLINK-35472,2025-225D,2025-11-05T06:00:00.999648,15.49342787,.0001071,53.1615,25.5982,84.8536,108.0030,0,U,65913,999,538,-.1340221E-2,-.74368E-3,0
STARLINK-35524,2025-225E,2025-11-05T06:00:00.999648,15.49333345,.00011291,53.1612,25.5944,95.2993,99.4759,0,U,65914,999,539,-.95632589E-3,-.53319E-3,0
STARLINK-35539,2025-225F,2025-11-05T05:07:15.912768,15.39642591,.00016857,53.1609,26.4721,69.2559,290.8626,0,U,65915,999,531,.1397163E-2,.55939E-3,0
STARLINK-35521,2025-225G,2025-11-05T05:08:47.950368,15.49338504,.00011862,53.1612,25.7565,59.9161,300.1965,0,U,65916,999,532,.22441336E-2,.126533E-2,0
STARLINK-35478,2025-225H,2025-11-05T06:00:00.999648,15.49255454,.00010811,53.1614,25.5776,92.5288,109.9339,0,U,65917,999,534,.15139904E-2,.84509E-3,0
STARLINK-35516,2025-225J,2025-11-05T05:08:18.326400,15.49323618,.00012574,53.1609,25.7545,76.2512,283.8637,0,U,65918,999,532,.12957692E-2,.72324E-3,0
STARLINK-35519,2025-225K,2025-11-05T05:07:19.000704,15.49322880,.00011576,53.1607,25.7498,93.0601,267.0541,0,U,65919,999,532,.72504023E-3,.40102E-3,0
STARLINK-33902,2025-225L,2025-11-05T06:00:00.999648,15.49332111,.00011569,53.1615,25.5696,90.3000,115.9680,0,U,65920,999,538,-.83131282E-3,-.46446E-3,0
STARLINK-35530,2025-225M,2025-11-05T06:00:00.999648,15.49338425,.00011451,53.1611,25.5661,89.8669,118.3211,0,U,65921,999,534,-.10952099E-2,-.60949E-3,0
STARLINK-35544,2025-225N,2025-11-05T06:00:00.999648,15.49333830,.00011572,53.1614,25.5617,88.7052,121.3992,0,U,65922,999,540,-.88814943E-3,-.49574E-3,0
STARLINK-35484,2025-225P,2025-11-05T06:00:00.999648,15.49320076,.00012919,53.1612,25.5579,93.4224,118.5978,0,U,65923,999,540,-.44938345E-3,-.2537E-3,0
STARLINK-34994,2025-225Q,2025-11-05T06:00:00.999648,15.49257823,.00012537,53.1612,25.5537,93.5165,120.4391,0,U,65924,999,540,.1470915E-2,.82073E-3,0
STARLINK-35458,2025-225R,2025-11-05T05:03:51.283872,15.49340743,.00011703,53.1606,25.7329,62.4421,297.6707,0,U,65925,999,532,.22746207E-2,.128298E-2,0
STARLINK-35492,2025-225S,2025-11-05T05:04:20.957088,15.49327090,.00011555,53.1608,25.7353,75.9621,284.1517,0,U,65926,999,532,.10989892E-2,.61192E-3,0
STARLINK-35494,2025-225T,2025-11-05T05:03:21.600288,15.49327516,.00010454,53.1611,25.7304,65.1030,295.0087,0,U,65927,999,532,.1476239E-2,.8258E-3,0
STARLINK-35493,2025-225U,2025-11-05T05:02:22.207200,15.49335596,.00009869,53.1611,25.7250,85.1076,275.0045,0,U,65928,999,532,.16160523E-2,.90563E-3,0
