OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35175,2025-225V,2025-11-05T05:01:52.433760,15.49337079,.0001056,53.1608,25.7229,82.5493,277.5636,0,U,65929,999,532,.15243886E-2,.85348E-3,0
STARLINK-35513,2025-225W,2025-11-05T06:00:00.999648,15.49333306,.00011809,53.1612,25.5367,87.5901,134.0155,0,U,65930,999,540,-.89032039E-3,-.49693E-3,0
STARLINK-35526,2025-225X,2025-11-05T05:01:22.855584,15.49341683,.0001057,53.1607,25.7197,80.6453,279.4676,0,U,65931,999,532,.19441458E-2,.109328E-2,0
STARLINK-35436,2025-225Y,2025-11-05T05:00:53.128800,15.49327199,.00012337,53.1608,25.7179,85.3126,274.8024,0,U,65932,999,532,.12456037E-2,.6949E-3,0
STARLINK-35192,2025-225Z,2025-11-05T06:00:00.999648,15.49331368,.00012344,53.1610,25.5086,95.0233,139.9998,0,U,65933,999,540,-.81240228E-3,-.45405E-3,0
STARLINK-33921,2025-225AA,2025-11-05T06:00:00.999648,15.49253278,.00011849,53.1609,25.5167,96.4163,134.8061,0,U,65934,999,539,.14805342E-2,.82605E-3,0
STARLINK-35155,2025-225AB,2025-11-05T04:59:53.746944,15.49336098,.00009218,53.1610,25.7134,74.0731,286.0380,0,U,65935,999,443,.16582004E-2,.92967E-3,0
STARLINK-35161,2025-225AC,2025-11-05T04:58:54.400512,15.49335299,.00010467,53.1608,25.7091,73.2350,286.8774,0,U,65936,999,443,.14051469E-2,.78563E-3,0
STARLINK-35473,2025-225AD,2025-11-05T04:58:24.758400,15.49335692,.00011084,53.1608,25.7078,74.1364,285.9768,0,U,65937,999,443,.15312001E-2,.85731E-3,0
2025-226A,2025-226A,2025-11-05T07:05:32.718048,15.11942781,.00150493,97.6669,23.5026,193.9295,166.1522,0,U,65938,999,381,.62128804E-3,.10619E-3,0
2025-226B,2025-226B,2025-11-05T07:47:48.722208,15.09764556,.0021048,97.6628,23.4510,196.8154,163.2379,0,U,65939,999,380,.34802111E-3,.5581E-4,0
2025-226C,2025-226C,2025-11-05T07:08:13.595712,15.11830152,.00150037,97.6577,23.4722,191.8765,168.2114,0,U,65940,999,380,.64604907E-3,.11011E-3,0
YOTSUBA-KULOVER,1998-067XN,2025-11-05T05:13:57.630432,15.53654674,.00026249,51.6319,327.7352,8.3465,351.7569,0,U,65941,999,401,.82138633E-3,.53329E-3,0
BOTAN,1998-067XP,2025-11-04T07:26:17.393856,15.54512341,.00047823,51.6322,332.1719,18.8156,341.3011,0,U,65942,999,387,.1041658E-2,.7009E-3,0
E-KAGAKU-1,1998-067XQ,2025-11-05T05:13:19.509888,15.53658903,.00044719,51.6325,327.7332,12.1112,347.9985,0,U,65943,999,401,.82466019E-3,.53565E-3,0
SHIYAN-31,2025-227A,2025-11-05T05:37:26.280480,15.20416327,.00115147,80.0045,71.7377,192.9622,167.1310,0,U,65945,999,347,.47936427E-3,.10489E-3,0
KUIPER-00101,2025-228A,2025-11-05T05:16:53.138208,15.34910321,.00056016,51.8795,201.3294,214.5956,145.4666,0,U,65947,999,465,.69809176E-3,.23699E-3,0
KUIPER-00113,2025-228B,2025-11-05T05:11:33.930816,15.35166482,.00061684,51.8800,201.3093,209.4869,150.5769,0,U,65948,999,465,.81344239E-3,.27926E-3,0
KUIPER-00117,2025-228C,2025-11-05T03:38:42.873504,15.35114266,.00059624,51.8796,201.6275,208.8355,151.2302,0,U,65949,999,464,.71602333E-3,.24482E-3,0
KUIPER-00121,2025-228D,2025-11-05T05:24:54.724896,15.34536251,.0005543,51.8811,201.3720,227.8954,132.1561,0,U,65950,999,465,.69025387E-3,.23147E-3,0
KUIPER-00122,2025-228E,2025-11-05T06:00:00.999648,15.29235227,.00071737,51.8824,201.3832,244.0339,193.5399,0,U,65951,999,328,.11042682E-2,.31573E-3,0
KUIPER-00123,2025-228F,2025-11-05T06:00:00.999648,15.28945168,.00051634,51.8818,201.3578,243.4237,189.0689,0,U,65952,999,158,-.6194846E-2,-.173077E-2,0
KUIPER-00124,2025-228G,2025-11-05T05:28:30.415584,15.34348255,.00054223,51.8806,201.3854,238.5852,121.4604,0,U,65953,999,465,.76644615E-3,.25597E-3,0
KUIPER-00125,2025-228H,2025-11-05T05:19:49.934208,15.34771250,.00056448,51.8793,201.3408,218.6600,141.3982,0,U,65954,999,465,.80274334E-3,.27201E-3,0
KUIPER-00126,2025-228J,2025-11-05T05:26:01.319424,15.34494234,.00060382,51.8802,201.3721,232.4876,127.5562,0,U,65955,999,465,.83984669E-3,.28229E-3,0
KUIPER-00127,2025-228K,2025-11-05T05:13:10.525152,15.35082407,.00058748,51.8799,201.3162,210.4377,149.6268,0,U,65956,999,465,.73753263E-3,.25206E-3,0
KUIPER-00128,2025-228L,2025-11-05T05:17:43.852416,15.34869959,.0005688,51.8804,201.3391,214.8941,145.1673,0,U,65957,999,465,.7665844E-3,.26037E-3,0
KUIPER-00129,2025-228M,2025-11-05T03:43:18.908544,15.34882782,.00057267,51.8801,201.6491,209.7441,150.3220,0,U,65958,999,464,.72297784E-3,.24539E-3,0
KUIPER-00130,2025-228N,2025-11-05T05:21:47.305152,15.34690643,.00050798,51.8799,201.3507,226.1736,133.8830,0,U,65959,999,465,.75423766E-3,.2546E-3,0
KUIPER-00134,2025-228P,2025-11-05T05:23:56.184576,15.34587487,.00051811,51.8797,201.3596,229.3913,130.6622,0,U,65960,999,465,.74794591E-3,.2516E-3,0
KUIPER-00135,2025-228Q,2025-11-05T05:23:26.863008,15.34575166,.00051937,51.8808,201.3654,217.1561,142.9066,0,U,65961,999,465,.85508313E-3,.28821E-3,0
KUIPER-00136,2025-228R,2025-11-05T03:41:01.475520,15.34952277,.00057534,51.8802,201.6388,211.2459,148.8186,0,U,65962,999,464,.73200429E-3,.24908E-3,0
KUIPER-00137,2025-228S,2025-11-05T05:22:26.525568,15.34606188,.00051807,51.8808,201.3605,222.8046,137.2537,0,U,65963,999,465,.79630689E-3,.26834E-3,0
KUIPER-00138,2025-228T,2025-11-05T05:26:12.000192,15.34338367,.00062257,51.8801,201.3718,236.4625,123.5767,0,U,65964,999,465,.73510279E-3,.24526E-3,0
KUIPER-00140,2025-228U,2025-11-05T05:27:13.865184,15.34423055,.00054784,51.8809,201.3794,237.7181,122.3275,0,U,65965,999,465,.75623417E-3,.25311E-3,0
KUIPER-00141,2025-228V,2025-11-05T05:18:31.140864,15.34827489,.00056487,51.8796,201.3356,216.1399,143.9205,0,U,65966,999,465,.74489553E-3,.25252E-3,0
KUIPER-00146,2025-228W,2025-11-05T03:45:27.698976,15.34797451,.00055954,51.8807,201.6603,217.5374,142.5222,0,U,65967,999,464,.89001141E-3,.30237E-3,0
KUIPER-00149,2025-228X,2025-11-05T05:15:24.796800,15.34979027,.00054495,51.8797,201.3234,214.0689,145.9948,0,U,65968,999,465,.72345093E-3,.24631E-3,0
KUIPER-00154,2025-228Y,2025-11-05T03:40:13.991808,15.35044074,.00057124,51.8796,201.6307,211.4433,148.6213,0,U,65969,999,464,.73889246E-3,.25221E-3,0
KUIPER-00157,2025-228Z,2025-11-05T05:23:59.669088,15.34590786,.00057584,51.8811,201.3678,229.3219,130.7267,0,U,65970,999,465,.76490002E-3,.25746E-3,0
STRIX-5,2025-229A,2025-11-05T03:07:51.146976,15.01744322,.00389328,41.9273,87.5872,24.8921,335.3772,0,U,65971,999,325,.38330303E-3,.4964E-4,0
ELECTRON R/B,2025-229B,2025-11-04T19:08:59.208864,15.01739399,.00389906,41.9271,89.4232,22.6571,337.5965,0,U,65972,999,318,.3584734E-3,.463E-4,0
SDA_1664,2025-230A,2025-11-05T03:58:50.234016,13.84697206,.00033973,81.2994,59.4559,61.5413,298.6086,0,U,65974,999,280,.26810005E-3,.313E-5,0
SDA_1665,2025-230B,2025-11-05T03:43:33.990528,13.85426854,.00050234,81.3031,59.4530,103.7285,256.4432,0,U,65975,999,280,.26752907E-3,.317E-5,0
SDA_1666,2025-230C,2025-11-05T05:44:23.236512,13.84625908,.00030421,81.3003,59.3924,58.6859,301.4596,0,U,65976,999,281,.2353998E-3,.276E-5,0
SDA_1667,2025-230D,2025-11-05T03:55:04.539072,13.84876926,.00039249,81.2998,59.4535,72.0662,288.0923,0,U,65977,999,280,.26473341E-3,.31E-5,0
SDA_1668,2025-230E,2025-11-05T03:42:41.962176,13.85468330,.00049775,81.3015,59.4440,106.4489,253.7216,0,U,65978,999,280,.26868878E-3,.318E-5,0
SDA_1669,2025-230F,2025-11-05T03:47:34.156608,13.85235234,.00050792,81.3017,59.4491,93.8947,266.2791,0,U,65979,999,280,.27564134E-3,.325E-5,0
SDA_1670,2025-230G,2025-11-05T03:56:25.718784,13.84812100,.00036344,81.2994,59.4536,68.8056,291.3489,0,U,65980,999,280,.29950649E-3,.349E-5,0
SDA_1671,2025-230H,2025-11-05T03:44:54.546432,13.85361805,.00050274,81.3021,59.4473,100.6663,259.5060,0,U,65981,999,280,.25968405E-3,.307E-5,0
SDA_1672,2025-230J,2025-11-05T03:53:26.221920,13.84954913,.0004301,81.3028,59.4580,74.1120,286.0511,0,U,65982,999,280,.30786717E-3,.36E-5,0
SDA_1673,2025-230K,2025-11-05T03:40:53.817888,13.85554505,.00051168,81.3027,59.4479,110.9625,249.2081,0,U,65983,999,280,.29076125E-3,.344E-5,0
SDA_1674,2025-230L,2025-11-05T03:44:12.033312,13.85396510,.00049769,81.3018,59.4459,102.5639,257.6075,0,U,65984,999,280,.23727584E-3,.282E-5,0
SDA_1675,2025-230M,2025-11-05T03:58:14.653632,13.84725508,.0003467,81.2994,59.4553,63.4509,296.7003,0,U,65985,999,280,.26590867E-3,.311E-5,0
SDA_1676,2025-230N,2025-11-05T04:01:23.651904,13.84575157,.00027808,81.3025,59.4641,55.2862,304.8557,0,U,65986,999,280,.28142525E-3,.328E-5,0
SDA_1677,2025-230P,2025-11-05T05:43:38.889120,13.84660923,.00031282,81.2998,59.3909,59.8380,300.3086,0,U,65987,999,281,.27816157E-3,.324E-5,0
SDA_1678,2025-230Q,2025-11-05T03:41:48.960096,13.85510087,.00050275,81.3030,59.4504,108.8226,251.3477,0,U,65988,999,280,.26395087E-3,.313E-5,0
SDA_1679,2025-230R,2025-11-05T03:46:01.801056,13.85309263,.00051674,81.3028,59.4546,97.6436,262.5308,0,U,65989,999,280,.2753428E-3,.325E-5,0
SDA_1680,2025-230S,2025-11-05T03:48:34.438752,13.85187681,.00050148,81.3019,59.4514,90.8666,269.3066,0,U,65990,999,280,.29694307E-3,.349E-5,0
SDA_1681,2025-230T,2025-11-05T03:46:53.925312,13.85267241,.00051105,81.3017,59.4483,95.4174,264.7566,0,U,65991,999,280,.29138854E-3,.343E-5,0
SDA_1682,2025-230U,2025-11-05T05:40:02.610048,13.84832355,.00037128,81.3045,59.3970,69.7199,290.4356,0,U,65992,999,281,.23935083E-3,.282E-5,0
SDA_1683,2025-230V,2025-11-05T05:38:21.318144,13.84913047,.00040467,81.3035,59.3931,72.5087,287.6512,0,U,65993,999,281,.25187349E-3,.296E-5,0
SDA_1684,2025-230W,2025-11-05T05:41:23.765568,13.84768353,.00038194,81.3019,59.3926,59.6833,300.4701,0,U,65994,999,281,.22674392E-3,.267E-5,0
HULIANWANG DIGUI 12A,2025-231A,2025-11-05T04:08:48.848640,14.03848958,.00064733,50.0003,275.8316,323.3744,36.6717,0,U,65995,999,283,.12553162E-3,.48E-6,0
HULIANWANG DIGUI 12B,2025-231B,2025-11-05T05:55:16.612320,14.03879932,.00090471,49.9992,275.5542,328.8477,31.1890,0,U,65996,999,284,.12678156E-3,.5E-6,0
HULIANWANG DIGUI 12C,2025-231C,2025-11-05T04:07:06.049920,14.03883483,.00075943,49.9969,275.8176,328.0784,31.9660,0,U,65997,999,283,.12573944E-3,.48E-6,0
HULIANWANG DIGUI 12D,2025-231D,2025-11-05T05:41:32.786592,14.04585437,.00067315,49.9996,275.5043,334.4391,25.6180,0,U,65998,999,284,.12573315E-3,.5E-6,0
HULIANWANG DIGUI 12E,2025-231E,2025-11-05T04:04:33.940992,14.03844609,.00083062,50.0015,275.8193,343.7183,16.3454,0,U,65999,999,283,.1187185E-3,.37E-6,0
HULIANWANG DIGUI 12F,2025-231F,2025-11-05T05:35:00.355200,14.04999242,.0005576,50.0057,275.4941,339.3668,20.7011,0,U,66000,999,284,.12151442E-3,.45E-6,0
HULIANWANG DIGUI 12G,2025-231G,2025-11-05T05:42:35.606304,14.03866622,.00067387,50.0024,275.5141,351.9689,8.1107,0,U,66001,999,284,.12555183E-3,.48E-6,0
HULIANWANG DIGUI 12H,2025-231H,2025-11-05T05:44:31.824672,14.03811630,.00077592,50.0062,275.5316,342.7327,17.3312,0,U,66002,999,284,.12394235E-3,.45E-6,0
HULIANWANG DIGUI 12J,2025-231J,2025-11-05T05:38:00.130272,14.03906938,.00055504,50.0037,275.5013,341.3408,18.7292,0,U,66003,999,284,.12580544E-3,.48E-6,0
STARLINK-34849,2025-232A,2025-11-05T06:00:00.999648,15.49648883,.00019325,53.1729,324.4143,63.1380,101.9517,0,U,66005,999,351,-.19682624E-1,-.1010652E-1,0
STARLINK-35336,2025-232B,2025-11-05T06:00:00.999648,15.49260716,.00014665,53.1585,324.4095,81.7162,85.4650,0,U,66006,999,352,.70670816E-3,.38986E-3,0
STARLINK-35196,2025-232C,2025-11-05T06:00:00.999648,15.49344044,.00014885,53.1586,324.4061,82.4703,86.6007,0,U,66007,999,352,-.20469058E-2,-.112804E-2,0
STARLINK-35236,2025-232D,2025-11-05T06:00:00.999648,15.49270364,.00018471,53.1587,324.4018,57.6093,113.2956,0,U,66008,999,352,.73742416E-3,.40723E-3,0
STARLINK-35276,2025-232E,2025-11-05T06:00:00.999648,15.49275283,.00017621,53.1587,324.3979,63.2389,109.5908,0,U,66009,999,351,.74936103E-3,.414E-3,0
STARLINK-35297,2025-232F,2025-11-05T06:00:00.999648,15.49271940,.00018296,53.1587,324.3943,62.5268,112.2152,0,U,66010,999,352,.75175322E-3,.4153E-3,0
STARLINK-35256,2025-232G,2025-11-05T06:00:00.999648,15.49340044,.00014845,53.1585,324.3772,80.3113,102.1764,0,U,66011,999,352,-.17301202E-2,-.9561E-3,0
STARLINK-35293,2025-232H,2025-11-05T06:00:00.999648,15.49340639,.00014625,53.1588,324.3891,73.9252,102.8134,0,U,66012,999,352,-.17856803E-2,-.9863E-3,0
STARLINK-35307,2025-232J,2025-11-05T06:00:00.999648,15.49292176,.00020401,53.1586,324.3861,59.5906,118.9767,0,U,66013,999,345,.22757252E-3,.12221E-3,0
STARLINK-35395,2025-232K,2025-11-05T06:00:00.999648,15.49268636,.00017775,53.1587,324.3821,62.2398,118.2445,0,U,66014,999,351,.75575576E-3,.41749E-3,0
STARLINK-34622,2025-232L,2025-11-05T06:00:00.999648,15.49268995,.00019577,53.1587,324.3659,61.8214,126.3282,0,U,66015,999,341,.78456167E-3,.43368E-3,0
STARLINK-35243,2025-232M,2025-11-05T06:00:00.999648,15.49268939,.00019175,53.1587,324.3697,62.1442,124.0853,0,U,66016,999,352,.75670134E-3,.41803E-3,0
STARLINK-35398,2025-232N,2025-11-05T06:00:00.999648,15.49792645,.0001895,53.1729,324.3584,69.2952,122.6003,0,U,66017,999,344,-.33264356E-1,-.1683606E-1,0
STARLINK-35376,2025-232P,2025-11-05T06:00:00.999648,15.49269808,.00020107,53.1587,324.3619,60.7063,129.3603,0,U,66018,999,352,.75816766E-3,.41887E-3,0
STARLINK-35382,2025-232Q,2025-11-05T06:00:00.999648,15.49265071,.00018884,53.1587,324.3733,62.0887,122.2302,0,U,66019,999,352,.76019718E-3,.41994E-3,0
STARLINK-35430,2025-232R,2025-11-05T06:00:00.999648,15.49272937,.00020776,53.1588,324.3500,60.8601,134.9482,0,U,66020,999,351,.78165805E-3,.43211E-3,0
STARLINK-35432,2025-232S,2025-11-05T06:00:00.999648,15.49271000,.00019084,53.1587,324.3538,61.5915,132.3024,0,U,66021,999,344,.78303623E-3,.43285E-3,0
STARLINK-35340,2025-232T,2025-11-05T06:00:00.999648,15.49338239,.00014812,53.1588,324.3452,78.4735,119.3535,0,U,66022,999,351,-.17904444E-2,-.98881E-3,0
STARLINK-35394,2025-232U,2025-11-05T06:00:00.999648,15.49341713,.00013772,53.1585,324.3412,84.9862,114.7517,0,U,66023,999,351,-.17842484E-2,-.98555E-3,0
STARLINK-35410,2025-232V,2025-11-05T06:00:00.999648,15.49335810,.00016045,53.1585,324.3333,80.1199,123.4567,0,U,66024,999,351,-.16578229E-2,-.91667E-3,0
STARLINK-35280,2025-232W,2025-11-05T06:00:00.999648,15.49341183,.00014737,53.1585,324.3370,76.1579,125.5011,0,U,66025,999,345,-.19088171E-2,-.105313E-2,0
STARLINK-34812,2025-232X,2025-11-05T06:00:00.999648,15.49275480,.00019841,53.1588,324.3300,58.2935,147.0954,0,U,66026,999,346,.79767598E-3,.44115E-3,0
STARLINK-35341,2025-232Y,2025-11-05T06:00:00.999648,15.57801230,.00011562,53.1594,324.0579,86.7885,252.6529,0,U,66027,999,351,-.31166341E-1,-.2101838E-1,0
STARLINK-35339,2025-232Z,2025-11-05T06:00:00.999648,15.57804936,.00011751,53.1593,324.0541,87.2614,254.0938,0,U,66028,999,345,-.31229358E-1,-.2105898E-1,0
STARLINK-35399,2025-232AA,2025-11-05T06:00:00.999648,15.57806295,.00011382,53.1593,324.0507,86.8816,256.3886,0,U,66029,999,345,-.31239386E-1,-.2106572E-1,0
STARLINK-35431,2025-232AB,2025-11-05T06:00:00.999648,15.57802991,.0001198,53.1591,324.0457,84.4610,260.7278,0,U,66030,999,345,-.31179708E-1,-.2102794E-1,0
STARLINK-35326,2025-232AC,2025-11-05T06:00:00.999648,15.57803997,.00011595,53.1592,324.0424,87.1685,259.9376,0,U,66031,999,351,-.31207949E-1,-.2104535E-1,0
STARLINK-35311,2025-232AD,2025-11-05T06:00:00.999648,15.57809654,.00011428,53.1594,324.0377,84.2578,264.7623,0,U,66032,999,351,-.31325645E-1,-.211199E-1,0
QIANFAN-91,2025-233A,2025-11-05T06:54:56.869344,14.25916891,.00164977,88.9951,66.3425,149.8128,210.4019,0,U,66033,999,270,.29419656E-3,.716E-5,0
QIANFAN-92,2025-233B,2025-11-05T05:12:51.245856,14.25998585,.00160837,88.9950,66.3503,152.5206,207.6841,0,U,66034,999,269,.29172309E-3,.711E-5,0
QIANFAN-93,2025-233C,2025-11-05T06:52:16.075488,14.26082339,.00154132,88.9951,66.3422,151.6393,208.5643,0,U,66035,999,270,.29562633E-3,.721E-5,0
QIANFAN-94,2025-233D,2025-11-05T06:51:51.974208,14.26107503,.00154798,88.9951,66.3422,151.3030,208.9018,0,U,66036,999,270,.29579241E-3,.722E-5,0
QIANFAN-95,2025-233E,2025-11-05T06:51:22.192992,14.26152664,.00154385,88.9951,66.3421,151.6975,208.5061,0,U,66037,999,270,.29445158E-3,.72E-5,0
QIANFAN-96,2025-233F,2025-11-05T06:50:59.766144,14.26156508,.00160784,88.9951,66.3420,153.6031,206.5985,0,U,66038,999,270,.28923928E-3,.707E-5,0
QIANFAN-97,2025-233G,2025-11-05T06:50:51.382752,14.26162428,.00156465,88.9951,66.3420,153.0601,207.1408,0,U,66039,999,270,.29003774E-3,.709E-5,0
QIANFAN-98,2025-233H,2025-11-05T06:50:29.329152,14.26183846,.00152872,88.9952,66.3421,151.8027,208.3998,0,U,66040,999,270,.28391727E-3,.695E-5,0
QIANFAN-99,2025-233J,2025-11-05T03:28:13.762272,14.26198736,.00154165,88.9951,66.3581,151.3665,208.8378,0,U,66041,999,268,.25585767E-3,.628E-5,0
QIANFAN-100,2025-233K,2025-11-05T06:50:10.854240,14.26214955,.00158741,88.9951,66.3421,152.6047,207.5987,0,U,66042,999,270,.28764962E-3,.704E-5,0
QIANFAN-101,2025-233L,2025-11-05T06:46:30.136800,14.26635472,.00158163,88.9952,66.3416,150.8366,209.3714,0,U,66043,999,270,.1845007E-3,.461E-5,0
QIANFAN-102,2025-233M,2025-11-05T06:50:01.648320,14.26219172,.00162398,88.9951,66.3419,152.7016,207.5035,0,U,66044,999,270,.2961922E-3,.725E-5,0
QIANFAN-103,2025-233N,2025-11-05T06:49:35.532192,14.26248390,.00156322,88.9952,66.3421,151.4758,208.7295,0,U,66045,999,270,.29557597E-3,.724E-5,0
QIANFAN-104,2025-233P,2025-11-05T06:49:16.347936,14.26269136,.00156138,88.9952,66.3420,153.7274,206.4715,0,U,66046,999,270,.29774278E-3,.729E-5,0
QIANFAN-105,2025-233Q,2025-11-05T06:48:43.225632,14.26327447,.00158009,88.9951,66.3417,153.8385,206.3610,0,U,66047,999,270,.2881845E-3,.707E-5,0
QIANFAN-106,2025-233R,2025-11-05T06:48:45.430560,14.26310798,.00156788,88.9952,66.3419,153.5307,206.6691,0,U,66048,999,270,.2853693E-3,.7E-5,0
QIANFAN-107,2025-233S,2025-11-05T06:48:27.796320,14.26339725,.00164637,88.9951,66.3417,151.6973,208.5118,0,U,66049,999,270,.29232846E-3,.717E-5,0
QIANFAN-108,2025-233T,2025-11-05T06:48:05.307264,14.26352727,.00164273,88.9950,66.3417,153.3824,206.8217,0,U,66050,999,270,.28494445E-3,.7E-5,0
2025-234B,2025-234B,2025-11-05T05:30:02.049696,15.21187290,.00140789,97.5046,14.8354,217.4480,142.5776,0,U,66054,999,260,.33325422E-3,.738E-4,0
2025-234C,2025-234C,2025-11-05T05:28:09.344352,15.21349272,.00147331,97.4570,14.7369,219.6360,140.3799,0,U,66055,999,260,.28542711E-3,.6342E-4,0
2025-234D,2025-234D,2025-11-05T05:25:43.939200,15.21753818,.00147442,97.4548,14.7346,218.7904,141.2274,0,U,66056,999,259,.84811773E-3,.19245E-3,0
STARLINK-35552,2025-235A,2025-11-05T06:00:00.999648,15.71138418,.00009466,53.1559,106.6282,54.3507,248.5877,0,U,66058,999,385,.61506886E-3,.79249E-3,0
STARLINK-35560,2025-235B,2025-11-05T06:00:00.999648,15.67090454,.00008471,53.1589,106.6390,71.6970,226.3558,0,U,66059,999,385,-.1970993E-1,-.1901514E-1,0
STARLINK-35558,2025-235C,2025-11-05T06:00:00.999648,15.67093207,.00007809,53.1586,106.6337,71.3999,228.5696,0,U,66060,999,385,-.19764896E-1,-.1906358E-1,0
STARLINK-35566,2025-235D,2025-11-05T06:00:00.999648,15.67097118,.00007265,53.1591,106.6310,78.2953,223.5891,0,U,66061,999,385,-.19812843E-1,-.1910687E-1,0
STARLINK-35421,2025-235E,2025-11-05T06:00:00.999648,15.67093525,.00007083,53.1592,106.6261,77.6066,226.1938,0,U,66062,999,385,-.19729389E-1,-.1903298E-1,0
STARLINK-35562,2025-235F,2025-11-05T06:00:00.999648,15.67095879,.00006352,53.1594,106.6225,76.7901,228.9282,0,U,66063,999,385,-.19788945E-1,-.19085E-1,0
STARLINK-35542,2025-235G,2025-11-05T06:00:00.999648,15.67094428,.00007166,53.1599,106.6176,73.3050,234.3299,0,U,66064,999,385,-.19763043E-1,-.190624E-1,0
STARLINK-35375,2025-235H,2025-11-05T06:00:00.999648,15.67094625,.00006079,53.1596,106.6141,76.1300,233.4222,0,U,66065,999,385,-.19766119E-1,-.1906446E-1,0
STARLINK-35179,2025-235J,2025-11-05T06:00:00.999648,15.67093494,.0000706,53.1596,106.6105,71.9586,239.5087,0,U,66066,999,385,-.19724338E-1,-.1902862E-1,0
STARLINK-35401,2025-235K,2025-11-05T06:00:00.999648,15.67096144,.00007081,53.1595,106.6064,74.5497,238.8360,0,U,66067,999,380,-.19797556E-1,-.1909301E-1,0
STARLINK-35422,2025-235L,2025-11-05T06:00:00.999648,15.67096652,.00006976,53.1597,106.6023,73.2437,242.0575,0,U,66068,999,380,-.19794198E-1,-.1909043E-1,0
STARLINK-35279,2025-235M,2025-11-05T06:00:00.999648,15.67094356,.00006726,53.1598,106.5985,77.6049,239.6157,0,U,66069,999,385,-.19775664E-1,-.1907284E-1,0
STARLINK-35295,2025-235N,2025-11-05T06:00:00.999648,15.67094220,.00005891,53.1596,106.5914,84.7771,236.2761,0,U,66070,999,385,-.19750929E-1,-.1905109E-1,0
STARLINK-35323,2025-235P,2025-11-05T06:00:00.999648,15.67094762,.00007033,53.1596,106.5944,78.2358,240.9006,0,U,66071,999,385,-.19766226E-1,-.1906527E-1,0
STARLINK-35299,2025-235Q,2025-11-05T06:00:00.999648,15.67096684,.00007172,53.1594,106.5864,75.5028,247.4655,0,U,66072,999,385,-.19788543E-1,-.1908575E-1,0
STARLINK-35274,2025-235R,2025-11-05T06:00:00.999648,15.67095668,.0000621,53.1594,106.5821,76.7874,248.0975,0,U,66073,999,385,-.19761844E-1,-.1906162E-1,0
STARLINK-35321,2025-235S,2025-11-05T06:00:00.999648,15.67092952,.00007888,53.1596,106.5776,75.2277,251.5768,0,U,66074,999,385,-.19736095E-1,-.1903883E-1,0
STARLINK-35131,2025-235T,2025-11-05T06:00:00.999648,15.67093307,.00007391,53.1598,106.5651,77.0599,255.4948,0,U,66075,999,385,-.1973622E-1,-.1903885E-1,0
STARLINK-34801,2025-235U,2025-11-05T06:00:00.999648,15.67091396,.00007587,53.1598,106.5731,76.2661,252.4583,0,U,66076,999,385,-.19738591E-1,-.1903969E-1,0
STARLINK-35129,2025-235V,2025-11-05T06:00:00.999648,15.67094572,.0000751,53.1597,106.5703,74.5090,256.1296,0,U,66077,999,385,-.19778161E-1,-.1907564E-1,0
STARLINK-35116,2025-235W,2025-11-05T06:00:00.999648,15.67092127,.00007268,53.1599,106.5566,74.7937,261.5943,0,U,66078,999,385,-.19711628E-1,-.1901694E-1,0
STARLINK-35402,2025-235X,2025-11-05T06:00:00.999648,15.67094723,.00007098,53.1598,106.5530,77.6017,260.7040,0,U,66079,999,385,-.19773437E-1,-.1907144E-1,0
STARLINK-35325,2025-235Y,2025-11-05T06:00:00.999648,15.67094472,.00007671,53.1598,106.5604,74.1242,260.3459,0,U,66080,999,385,-.19745261E-1,-.1904757E-1,0
STARLINK-35403,2025-235Z,2025-11-05T06:00:00.999648,15.67093711,.00006553,53.1600,106.5464,78.7204,263.4194,0,U,66081,999,385,-.19759757E-1,-.1905869E-1,0
STARLINK-35011,2025-235AA,2025-11-05T06:00:00.999648,15.67094743,.00006983,53.1599,106.5484,76.9867,263.2351,0,U,66082,999,385,-.19767319E-1,-.1906615E-1,0
STARLINK-35291,2025-235AB,2025-11-05T06:00:00.999648,15.67095282,.00006217,53.1598,106.5411,80.1418,263.9115,0,U,66083,999,380,-.19745917E-1,-.1904774E-1,0
